,,,,,"1. Tiền thu từ phát hành cổ phiếu, nhận vốn góp của chủ sở hữu"
,,,,,"2. Tiền chi trả vốn góp cho các chủ sở hữu, mua lại cổ phiếu của doanh nghiệp đã phát hành"
,,,,,3. Tiền thu từ đi vay
,,,,,4. Tiền chi trả nợ gốc vay
,,,,,5. Tiền trả nợ gốc thuê tài chính
,,,,,"6. Cổ tức, lợi nhuận đã trả cho chủ sở hữu"
,,,,,7. Tiền thu khác từ hoạt động tài chính
,,,,,8. Tiền chi khác cho hoạt động tài chính
,,,,,Lưu chuyển tiền thuần từ hoạt động tài chính
,,,,,Lưu chuyển tiền thuần trong kỳ
,,,,,Tiền và tương đương tiền đầu kỳ
,,,,,Ảnh hưởng của thay đổi tỷ giá hối đoái quy đổi ngoại tệ
,,,,,Tiền và tương đương tiền cuối kỳ
