Time,ValueTrading,VolumeTrading,Symbol
2024-11-14,35.7,5,ACE
2024-11-14,0.5,0,ACM
2024-11-14,7.7,"4,600",ACS
2024-11-14,118,"110,738",ACV
2024-11-14,7.3,"34,001",AFX
2024-11-15,10,0,AG1
2024-11-15,2.6,23,AGF
2024-11-15,38.5,"3,815",AGP
2024-11-15,74.1,0,AGX
2024-11-15,10.9,10,AIC
2024-11-15,58.6,"103,300",AIG
2024-11-15,5.7,"4,164",ALV
2024-11-15,1.1,0,AMD
2024-11-15,10.2,0,AMP
2024-11-15,9.6,"221,646",AMS
2024-11-15,23.5,"8,058",ANT
2024-11-15,6.6,0,APC
2024-11-15,51.9,"6,652",APF
2024-11-15,16.9,0,APL
2024-11-15,8.5,"13,213",APP
2024-11-15,2.7,"1,200",APT
2023-07-13,1.3,0,ART
2023-11-23,12.6,0,ASA
2024-11-15,0.4,"105,111",ATA
2024-11-15,0.6,"5,400",ATB
2024-11-15,2.4,"15,306",ATG
2024-11-15,56,"1,000",AVC
2023-11-23,0.5,0,AVF
2024-11-15,31.9,"25,900",AVG
2024-11-15,8.5,0,BAL
2024-11-15,14.8,400,BBH
2024-11-15,8.5,"1,470",BBM
2024-11-15,11.4,"2,302",BBT
2024-11-15,10.5,"12,301",BCA
2024-11-15,0.7,0,BCB
2024-11-15,11.7,0,BCP
2024-11-15,5.2,"1,102,438",BCR
2024-11-15,21.5,0,BCV
2024-11-15,33.6,"1,700",BDG
2024-11-15,7.3,"22,001",BDT
2024-11-15,24.3,0,BDW
2024-11-15,33,0,BEL
2024-11-15,10.7,"64,098",BGE
2024-11-15,16,0,BGW
2024-11-15,22.2,"1,700",BHA
2024-11-15,1.7,100,BHC
2024-11-15,11,0,BHG
2024-11-15,13.1,0,BHI
2024-11-15,21.8,0,BHK
2024-11-15,6.5,"2,100",BHP
2024-11-15,6.9,"62,300",BIG
2024-11-15,0.7,"211,200",BII
2024-11-15,14.8,200,BIO
2024-11-15,3.5,"17,300",BLF
2024-11-15,9.4,"4,600",BLI
2024-11-15,7.3,0,BLN
2024-11-15,38,"3,863",BLT
2024-11-15,9.6,0,BMD
2024-11-15,8.8,"1,500",BMF
2024-11-15,19.3,0,BMG
2024-11-15,10.9,0,BMJ
2024-11-15,8.6,0,BMN
2024-11-15,8.9,"113,927",BMS
2024-11-15,8,0,BMV
2024-11-15,9.2,0,BNW
2024-11-15,2.3,"148,878",BOT
2024-11-15,3.4,402,BQB
2024-11-15,18.2,"8,800",BRR
2024-11-15,19.6,0,BRS
2024-11-15,22.8,"1,606",BSA
2024-11-15,12.8,100,BSD
2024-11-15,11.8,0,BSG
2024-11-15,22.8,0,BSH
2024-11-15,9.5,0,BSL
2024-11-15,9.9,"2,000",BSP
2024-11-15,19.8,"4,300",BSQ
2024-11-15,18.9,"5,007,187",BSR
2024-11-15,13.6,0,BT1
2024-11-15,3.4,0,BT6
2024-11-15,5.4,2,BTB
2024-11-15,18.7,0,BTD
2024-11-15,8.9,300,BTG
2024-11-15,34.5,"1,603",BTH
2024-11-15,2.7,100,BTN
2024-11-15,13.5,"12,501",BTU
2024-11-15,12.3,100,BTV
2024-11-15,11.1,"931,043",BVB
2024-11-15,2.3,"151,000",BVG
2024-11-15,10,"1,300",BVL
2024-11-15,12.5,0,BVN
2024-11-15,12,0,BWA
2024-11-15,32.9,"2,000",BWS
2024-11-15,3.2,0,C12
2024-11-15,17.1,0,C21
2024-11-15,16.6,0,C22
2024-11-15,7.8,"669,401",C4G
2024-11-15,3.8,"34,600",C92
2024-11-15,10.9,0,CAB
2024-11-15,0.6,"5,452",CAD
2024-11-15,18.6,0,CAT
2024-11-15,9.1,3,CBI
2024-11-15,31.1,"9,341",CBS
2024-11-15,14,0,CC1
2024-11-15,12,0,CC4
2024-11-15,12.5,100,CCA
2024-11-15,18.5,0,CCC
2024-11-15,48.1,0,CCM
2024-11-15,32.5,0,CCP
2024-11-15,11.8,"1,600",CCT
2024-11-15,53.5,0,CCV
2024-11-15,2.2,0,CDG
2024-11-15,9.5,504,CDH
2024-11-15,1.8,"18,520",CDO
2024-11-15,10.9,0,CDP
2024-11-15,12.4,"1,603",CDR
2024-11-15,11.3,0,CE1
2024-11-15,9.8,0,CEG
2024-11-15,2,"161,029",CEN
2024-11-15,9.1,"2,200",CFM
2024-11-15,22,0,CFV
2024-11-15,2.8,600,CGV
2024-11-15,15.2,0,CH5
2024-11-15,7.6,0,CHC
2024-11-15,12.1,600,CHS
2024-11-15,7.4,700,CI5
2024-11-15,32.9,900,CID
2024-11-15,3.2,400,CIP
2024-11-15,3.6,0,CK8
2024-11-15,40.3,"1,903",CKA
2024-11-15,22.4,1,CKD
2024-11-15,0.5,0,CLG
2024-11-15,15.5,"123,900",CLX
2024-11-15,21.5,"1,100",CMD
2024-11-15,340,1,CMF
2024-11-15,1.1,"1,800",CMI
2024-11-15,8.8,0,CMK
2024-11-15,9.1,100,CMM
2024-11-15,65,0,CMN
2024-11-15,8.1,0,CMP
2024-11-15,14.4,"11,442",CMT
2024-11-15,13,0,CMW
2024-11-15,43.9,0,CNA
2024-11-15,31,"9,100",CNC
2024-11-15,47,0,CNN
2024-11-15,13.6,"5,242",CNT
2024-11-15,7,0,CPA
2024-11-15,0.3,0,CPH
2024-11-15,3.9,0,CPI
2024-11-15,30.5,900,CQN
2024-11-15,9.3,"7,500",CQT
2024-11-15,29,"36,801",CSI
2024-11-15,21.8,"64,325",CST
2024-11-15,7.3,0,CT3
2024-11-15,9.1,115,CT6
2023-11-23,1.4,0,CTA
2023-11-23,0.7,0,CTN
2024-11-15,30.1,300,CTW
2023-11-14,7.6,0,CTX
2024-11-15,2.5,200,CYC
2024-11-15,42.5,0,D17
2024-11-15,4.5,0,DAC
2024-11-15,1.4,0,DAG
2024-11-15,28.8,100,DAN
2024-11-15,6.3,0,DAS
2024-11-15,25.5,0,DBM
2024-11-15,11.1,0,DC1
2024-11-15,59,0,DCF
2024-11-15,12,0,DCG
2024-11-15,9.3,0,DCH
2024-11-15,4.6,200,DCR
2024-11-15,0.7,"2,564,055",DCS
2024-11-15,0.5,"20,212",DCT
2024-11-15,18.9,0,DDH
2024-11-15,1.9,"6,400",DDM
2024-11-15,7.8,"11,201",DDN
2024-11-15,17.3,"1,084,970",DDV
2024-11-15,20,"1,800",DFC
2024-11-15,1.9,"131,500",DFF
2024-11-15,5.9,"130,530",DGT
2024-11-15,8.1,"5,400",DHB
2024-11-15,27,400,DHD
2024-11-15,24,0,DHN
2024-11-15,1,"36,606",DIC
2024-11-15,4.3,800,DID
2024-11-15,0.7,0,DKC
2024-11-15,5.7,0,DLD
2024-11-15,20.7,200,DLR
2024-11-15,6.2,0,DLT
2024-11-15,20,0,DM7
2024-11-15,5.4,"10,406",DMN
2024-11-15,7.9,0,DMS
2024-11-15,21.5,100,DNA
2024-11-08,16.5,100,DND
2024-11-08,9.3,0,DNE
2024-11-08,50,0,DNH
2024-11-08,25.5,0,DNL
2024-11-08,9.1,0,DNM
2024-11-08,0.2,0,DNN
2024-11-08,35,0,DNT
2024-11-08,33.1,0,DNW
2024-11-08,11,0,DOC
2024-11-08,14,0,DOP
2024-11-08,37,"7,903",DP1
2024-11-08,2.9,0,DP2
2024-11-08,10,0,DPC
2024-11-08,50,0,DPH
2024-11-08,12.6,100,DPP
2024-11-08,0.3,0,DPS
2024-11-08,8,200,DRG
2024-11-08,11.7,"232,906",DRI
2024-11-08,20,0,DSD
2024-11-08,5.4,100,DSG
2024-11-08,13.5,"1,400",DSP
2024-11-08,12.2,100,DTB
2024-11-08,5.1,0,DTE
2024-11-08,13.6,0,DTH
2024-11-08,2.3,"2,301",DTI
2024-11-08,145,1,DTP
2024-11-08,8.1,0,DUS
2024-11-08,9.5,800,DVC
2024-11-08,1.3,"456,664",DVG
2024-11-08,22.4,"97,410",DVN
2024-11-08,20.5,0,DVW
2024-11-08,11.2,100,DWC
2024-11-08,13.5,1,DWS
2024-11-08,8.9,0,DXL
2024-11-08,2.9,0,DZM
2024-11-08,6.1,0,E12
2024-11-08,7.4,200,E29
2024-11-08,14.8,"96,517",ECO
2024-11-08,1.6,"12,969",EFI
2024-11-08,22.6,500,EIC
2024-11-08,2.6,"5,673",EIN
2024-11-08,25.3,0,EME
2024-11-08,23.5,0,EMG
2024-11-08,26.1,"25,343",EMS
2024-11-08,11.2,0,EPC
2024-11-08,16,500,EPH
2023-11-23,0.9,0,FBA
2024-11-08,3.7,0,FBC
2024-11-08,10,0,FCC
2024-11-08,8.2,100,FCS
2024-11-08,10.1,0,FGL
2024-11-08,14.1,0,FHN
2024-11-08,31.2,0,FHS
2024-11-08,14.3,"1,400",FIC
2024-11-08,3.5,0,FLC
2024-11-08,83.8,"30,969",FOC
2024-11-08,97.1,"230,480",FOX
2024-11-08,24.9,"1,500",FRC
2024-11-08,4.1,0,FRM
2024-11-08,5.9,0,FSO
2024-11-08,45,10,FT1
2024-11-08,3.7,0,FTI
2024-11-08,0.8,"47,301",FTM
2024-11-08,0.6,"10,506",G20
2024-11-08,6.7,"18,752",G36
2023-05-22,196.4,0,GAB
2024-11-08,18,0,GCB
2024-11-08,22.6,"3,500",GCF
2024-11-08,27.3,"116,616",GDA
2024-11-08,12.9,200,GER
2024-11-08,3.9,"2,201",GGG
2024-11-08,6.6,0,GH3
2024-11-08,28.5,"10,900",GHC
2024-11-08,10,0,GLC
2024-11-08,9.2,0,GLW
2024-11-08,24,100,GND
2024-11-08,3.2,"76,100",GPC
2024-11-08,22.5,17,GSM
2024-11-08,7.8,0,GTD
2024-11-08,10.3,0,GTS
2023-11-23,0.4,0,GTT
2024-11-08,78,"5,700",GVT
2024-11-08,6,200,H11
2024-11-08,10.8,0,HAC
2024-11-08,13.2,"3,062",HAF
2022-08-12,2.61,"821,500",HAI
2024-11-08,30,900,HAM
2024-11-08,10.4,"22,600",HAN
2024-11-08,3.7,528,HAV
2024-11-08,5,"642,024",HBC
2024-11-08,17.5,1,HBD
2024-11-08,5.8,100,HBH
2024-11-08,13.1,0,HC1
2024-11-08,26.5,0,HC3
2024-11-08,28,0,HCB
2024-11-08,11,0,HCI
2024-11-08,19,"5,100",HD2
2024-11-08,13.5,"13,300",HD6
2024-11-08,8.5,"8,100",HD8
2024-11-08,37.1,436,HDM
2023-11-23,0.5,0,HDO
2024-11-08,17.8,100,HDP
2024-11-08,8.3,0,HDS
2024-11-08,14,300,HDW
2024-11-08,58,0,HEC
2024-11-08,10.9,0,HEJ
2024-11-08,16.1,0,HEP
2024-11-08,47.5,0,HES
2024-11-08,8.7,200,HFB
2024-11-08,8.5,1,HFC
2024-11-08,7.4,0,HFX
2024-11-08,10.2,0,HGT
2024-11-08,1.5,"118,214",HHG
2024-11-08,0.5,0,HHN
2024-11-08,9.4,200,HIG
2024-11-08,5.8,0,HJC
2024-11-08,0.7,"41,900",HKB
2023-11-23,0.5,0,HLA
2024-11-08,305,0,HLB
2024-11-08,20,0,HLO
2024-11-08,17.5,0,HLS
2024-11-08,12.3,0,HLT
2024-11-08,16.5,0,HLY
2024-11-08,11.6,0,HMG
2024-11-08,29.7,"3,400",HMS
2024-11-08,12.5,0,HNB
2024-11-08,13.2,"4,400",HND
2024-11-08,28.6,100,HNF
2024-11-08,4.9,"1,821,320",HNG
2024-11-08,24.3,100,HNI
2024-11-08,8.7,"56,385",HNM
2024-11-08,21.2,0,HNP
2024-11-08,12,0,HNR
2024-11-08,10.5,0,HOT
2024-11-08,18.5,0,HPB
2024-11-08,22.4,500,HPD
2024-11-08,15.6,0,HPH
2024-11-08,14.8,0,HPI
2024-11-08,8.7,0,HPM
2024-11-08,78,"5,916",HPP
2024-11-08,21.5,"4,103",HPT
2024-11-08,17.1,0,HPW
2024-11-08,61.6,0,HRB
2024-11-08,33,0,HSA
2024-11-08,1.2,"3,702",HSI
2024-11-08,5.8,0,HSM
2024-11-08,10.7,0,HSP
2024-11-08,3.8,"36,900",HSV
2024-11-08,3.8,"7,119",HTE
2024-11-08,10.3,"2,101",HTM
2024-11-08,2.9,"268,816",HTP
2024-11-08,1.4,"24,432",HTT
2024-11-08,3.8,"3,300",HU3
2024-11-08,11.2,"1,100",HU4
2024-11-08,5.3,"7,800",HU6
2024-11-08,32.4,200,HUG
2024-11-08,6.1,"198,200",HVA
2023-11-23,1.4,0,HVG
2024-11-08,17,"2,400",HWS
2023-09-07,2.47,"2,215,100",IBC
2024-11-08,11.5,0,IBD
2024-11-08,26,0,ICC
2024-11-08,3.6,301,ICF
2024-11-08,6,200,ICI
2024-11-08,49.9,"10,600",ICN
2024-11-08,250.1,0,IDP
2024-11-08,26,"3,900",IFS
2024-11-08,13.8,0,IHK
2024-11-08,4,611,ILA
2024-11-08,5.8,0,ILC
2024-11-08,13,200,ILS
2024-11-08,141,0,IME
2024-11-08,80,100,IN4
2024-11-08,8.1,"14,700",ING
2024-11-08,8.7,0,IRC
2024-11-08,7,0,ISG
2024-11-08,26.1,"4,201",ISH
2024-11-08,35.8,200,IST
2024-11-08,3.7,"3,300",ITS
2024-11-08,0.9,"65,400",JOS
2023-11-23,21,0,KAC
2024-11-08,7.5,0,KCB
2024-11-08,10.5,0,KCE
2024-11-08,7,"17,700",KGM
2024-11-08,9.1,0,KHD
2023-11-23,0.8,0,KHL
2024-11-08,19.6,0,KHW
2024-11-08,11.5,104,KIP
2024-11-08,12.3,"53,203",KLB
2024-11-08,0.8,0,KLF
2024-11-08,0.4,0,KSH
2024-11-08,9,100,KTC
2024-11-08,20.5,0,KTL
2024-11-08,9.8,0,KTW
2024-11-08,1.5,"237,950",KVC
2024-11-08,4,"2,000",L12
2024-11-08,2.6,0,L35
2024-11-08,2.6,0,L43
2024-11-08,0.7,110,L44
2024-11-08,3.4,"35,000",L45
2024-11-08,1.3,"5,200",L61
2024-11-08,3.2,"25,301",L62
2024-11-08,6.7,500,L63
2024-11-08,31.8,"18,320",LAI
2024-11-08,28,0,LAW
2024-11-08,1.2,100,LCC
2024-11-08,1.1,"46,120",LCM
2024-11-08,0.9,2,LCS
2024-11-08,15.5,0,LDW
2024-11-08,7.5,99,LG9
2024-11-08,13.8,1,LGM
2024-11-08,35.3,"4,402",LIC
2024-11-08,30,200,LKW
2024-11-08,13.5,"1,700",LLM
2024-11-08,3.5,0,LM3
2024-11-08,2.2,2,LM7
2024-11-08,20.1,0,LMC
2024-11-08,1.1,"417,405",LMH
2024-11-08,9.1,"10,000",LMI
2024-11-08,10,0,LNC
2024-11-08,1.1,101,LO5
2024-11-08,7,"20,900",LPT
2024-11-08,2.2,2,LQN
2024-11-08,11.4,"50,021",LSG
2024-11-08,1.9,"104,400",LTC
2024-11-08,8,"690,568",LTG
2024-11-08,0.7,700,LUT
2024-11-08,22.4,"3,900",M10
2024-11-08,53.3,0,MA1
2024-11-08,7.9,0,MBN
2024-11-08,1.9,"112,419",MCG
2024-11-08,215.8,"31,827",MCH
2024-11-08,9,0,MDA
2024-11-08,6.6,"3,300",MDF
2024-11-08,4.6,222,MEC
2024-11-08,5.8,0,MEF
2024-11-08,10,0,MES
2024-11-08,37.3,"406,737",MFS
2024-11-08,5.8,"1,200",MGC
2024-11-08,30,0,MGG
2024-11-08,4.2,0,MGR
2024-11-08,33,"1,900",MH3
2024-11-08,3.3,0,MHL
2024-11-08,13.9,0,MIC
2024-11-08,6.4,0,MIE
2024-11-08,4.2,0,MIM
2024-11-08,28.1,200,MKP
2024-11-08,16.5,0,MLC
2024-11-08,14,"13,600",MLS
2024-11-08,25.2,"27,246",MML
2024-11-08,30.7,0,MNB
2024-11-08,11,0,MND
2024-11-08,15.9,"18,315",MPC
2024-11-08,0.6,"645,185",MPT
2024-11-08,6.9,0,MPY
2024-11-08,8.7,0,MQB
2024-11-08,20.3,0,MQN
2024-11-08,19.7,0,MRF
2024-11-08,11.8,"350,826",MSR
2024-11-08,4.6,"1,200",MTA
2024-11-08,9.8,0,MTB
2024-11-08,1.8,0,MTC
2024-11-08,7,0,MTG
2024-11-08,17.3,0,MTH
2024-11-08,5.1,0,MTL
2024-11-08,12,0,MTP
2024-11-08,9.3,0,MTS
2024-11-08,16,"1,000",MTV
2024-11-08,14,0,MTX
2024-11-08,8.3,"1,700",MVC
2024-11-08,38.1,"59,650",MVN
2024-11-12,12.6,"829,600",MZG
2024-11-08,0.7,0,NAC
2024-11-08,26.8,214,NAS
2024-11-08,9.1,200,NAU
2024-11-08,7.9,1,NAW
2024-11-08,12.2,"2,400",NBE
2024-11-08,18,611,NBT
2024-11-08,8.8,"1,400",NCG
2024-11-08,25.8,100,NCS
2024-11-08,37,"1,419",ND2
2024-11-08,129,400,NDC
2023-11-23,0.9,0,NDF
2024-11-08,25.6,0,NDP
2024-11-08,5.9,"1,200",NDT
2024-11-08,7.5,0,NDW
2024-11-08,7.1,"77,802",NED
2024-11-08,19.9,0,NEM
2024-11-08,1.8,2,NGC
2024-11-08,0.3,0,NHP
2024-11-08,0.8,"32,100",NHV
2024-11-08,15.8,100,NJC
2024-11-08,4.8,0,NLS
2024-11-08,54,0,NNT
2024-11-08,0.7,"1,201",NOS
2024-11-08,8,0,NQB
2024-11-08,13.8,0,NQN
2024-11-08,8.5,0,NQT
2024-11-08,15.4,600,NS2
2024-11-08,11,"1,101",NSG
2024-11-08,20,0,NSL
2024-11-08,3.7,0,NSS
2023-11-23,0.5,0,NTB
2024-11-08,198,"8,605",NTC
2024-11-08,17,0,NTF
2024-11-08,8.9,0,NTT
2024-11-08,19.1,50,NTW
2024-11-08,9.6,0,NUE
2024-11-08,6.8,0,NVP
2024-11-08,6.7,0,NWT
2024-11-08,5.1,400,NXT
2024-11-08,43.8,"19,300",ODE
2024-11-08,11.5,"578,305",OIL
2024-11-08,3.3,0,ONW
2024-11-08,13.2,0,PAI
2024-11-08,21.4,200,PAP
2024-11-08,3.3,"40,500",PAS
2024-11-08,93.5,"9,069",PAT
2024-11-08,6.7,"14,722",PBC
2024-11-08,11,"1,800",PBT
2024-11-08,27.2,700,PCC
2024-11-08,5,"25,914",PCF
2024-11-08,12.5,100,PCM
2024-11-08,13.5,0,PCN
2024-11-08,5,"2,101",PDC
2024-11-08,15.3,"42,660",PDV
2024-11-08,8.7,0,PEC
2024-11-08,7.4,"1,354",PEG
2024-11-08,40.1,1,PEQ
2024-11-08,2.1,"13,200",PFL
2024-11-08,16,"10,755",PGB
2024-11-08,7.2,1,PHH
2024-11-08,29.8,"661,330",PHP
2024-11-08,11.4,0,PHS
2023-11-23,2.4,0,PID
2024-11-08,9.7,0,PIS
2024-11-08,3.1,"105,200",PIV
2024-11-08,21.5,0,PJS
2024-11-08,4.4,500,PLA
2024-11-08,13.4,0,PLE
2024-11-08,3.9,"5,501",PLO
2024-11-08,18,0,PMJ
2024-11-08,7.9,0,PMT
2024-11-08,37.5,1,PMW
2024-11-08,6.7,129,PND
2024-11-08,17.6,67,PNG
2024-11-08,22.7,0,PNP
2024-11-08,6.5,2,PNT
2024-11-08,50.4,0,POB
2024-11-08,2.7,"330,240",POM
2024-11-08,20.4,"8,403",POS
2024-11-08,8.3,700,POV
2024-11-08,29.1,"17,950",PPH
2024-11-08,0.4,0,PPI
2024-11-08,4,0,PQN
2024-11-08,4.8,0,PRO
2024-11-08,10.5,0,PRT
2024-11-08,5.6,"200,896",PSB
2024-11-08,0.5,0,PSG
2024-11-08,11.4,1,PSL
2024-11-08,10.9,0,PSN
2024-11-08,12.5,"19,600",PSP
2024-11-08,2.1,0,PTE
2024-11-08,0.7,0,PTG
2024-11-08,16,0,PTH
2024-11-08,17.9,0,PTO
2024-11-08,11.6,0,PTP
2024-11-08,11.2,0,PTT
2024-11-08,4.2,"16,079",PTV
2024-11-08,0.5,0,PVA
2024-11-08,1.6,"99,391",PVE
2024-11-08,0.7,"3,642",PVH
2024-11-08,3.9,"263,955",PVL
2024-11-08,15.8,"27,500",PVM
2024-11-08,6.3,"7,011",PVO
2024-11-08,1,"73,768",PVR
2024-11-08,1.4,"9,400",PVV
2024-11-08,1.7,"1,009,556",PVX
2024-11-08,2.5,"5,782",PVY
2024-11-08,3.4,"33,300",PWA
2024-11-08,12,0,PWS
2024-11-08,10,0,PX1
2024-11-08,1.2,0,PXA
2024-11-08,0.5,0,PXC
2024-11-08,2,"30,300",PXI
2024-11-08,14.1,"73,442",PXL
2024-11-08,0.6,"26,230",PXM
2024-11-08,2.6,"121,051",PXS
2024-11-08,2.9,"24,000",PXT
2024-11-08,0.7,"765,866",QBS
2024-11-08,8.5,0,QCC
2024-11-08,34.5,"1,600",QHW
2024-11-08,6.3,0,QNC
2024-11-08,49,"443,723",QNS
2024-11-08,6.5,0,QNT
2024-11-08,9.6,0,QNU
2024-11-08,17.3,0,QNW
2024-11-08,27.6,0,QPH
2024-11-08,23.1,0,QSP
2024-11-08,13.7,"226,412",QTP
2024-11-08,14.5,0,RAT
2024-11-08,7.1,0,RBC
2024-11-08,16,0,RCC
2024-11-08,1.5,"2,000",RCD
2024-11-08,3.4,"4,401",RIC
2024-11-08,28.1,229,RTB
2024-11-08,2.5,501,S12
2024-11-08,0.7,0,S27
2024-11-08,6.6,0,S72
2024-11-08,15,0,S74
2023-11-23,0.5,0,S96
2024-11-08,12.7,"12,790",SAC
2024-11-08,1.5,0,SAL
2024-11-08,29.5,0,SAP
2024-11-08,32.7,"28,450",SAS
2024-11-08,6,0,SB1
2024-11-08,18.2,"23,700",SBB
2024-11-08,8.8,"117,646",SBD
2024-11-08,50.1,"4,759",SBH
2024-11-08,7.7,0,SBL
2024-11-08,31,0,SBM
2024-11-08,9.9,0,SBR
2024-11-08,5,"121,184",SBS
2024-11-08,1.8,700,SCC
2024-11-08,13,"3,000",SCD
2024-11-08,3.5,"4,400",SCJ
2024-11-08,27,"1,600",SCL
2024-11-08,5.6,0,SCO
2024-11-08,12,0,SCY
2023-11-23,0.7,0,SD1
2024-11-08,4.8,0,SD2
2024-11-08,5.4,900,SD3
2024-11-08,2.9,42,SD4
2024-11-08,3.1,"14,700",SD6
2024-11-08,2.9,"28,100",SD7
2023-11-23,1.6,0,SD8
2023-11-23,0.6,0,SDB
2024-11-08,1.6,21,SDD
2024-11-08,3.1,0,SDJ
2024-11-08,19.1,2,SDK
2024-11-08,1,34,SDP
2024-11-08,3.8,"13,100",SDT
2024-11-08,32.1,0,SDV
2023-11-23,1.6,0,SDX
2024-11-08,1.6,"5,115",SDY
2024-11-08,40,"1,702",SEA
2024-11-08,17.2,0,SEP
2024-11-08,12.3,"2,333",SGB
2024-11-08,14.7,100,SGI
2024-11-08,24.4,"153,329",SGP
2024-11-08,18,"3,700",SGS
2024-11-08,11.2,0,SHC
2024-11-08,2,"40,500",SHG
2024-11-08,12,500,SID
2024-11-08,7.5,0,SIG
2024-11-08,19.6,0,SII
2024-11-08,37.5,"2,000",SIV
2024-11-08,4.1,0,SJC
2024-11-13,1.7,0,SJF
2024-11-08,17.6,100,SJG
2024-11-08,6.3,"5,100",SJM
2024-11-08,25.1,"3,300",SKH
2024-11-08,7.7,0,SKN
2024-11-08,31,"17,343",SKV
2024-11-08,22,0,SNC
2024-11-08,33.5,"2,800",SNZ
2024-11-08,18,0,SP2
2024-11-08,17.7,509,SPB
2024-11-08,8,0,SPD
2024-11-08,8,0,SPH
2024-11-08,17,0,SPV
2024-11-08,11.7,0,SQC
2024-11-08,2.2,"92,003",SRB
2024-11-08,20.1,0,SSF
2024-11-08,10.2,"1,300",SSG
2024-11-08,66.9,"53,702",SSH
2024-11-08,1.3,"4,201",SSN
2024-11-08,6.2,"7,468",STH
2023-11-23,1,0,STL
2024-11-08,37,0,STS
2024-11-08,1.6,0,STT
2024-11-08,33.8,0,STW
2024-11-08,5.2,800,SVG
2024-11-08,6,0,SVH
2024-11-08,27.8,"10,000",SWC
2024-11-08,11.9,"2,000",SZE
2024-11-08,33.6,"7,800",SZG
2024-11-08,12.6,0,TA6
2024-11-08,16.7,"32,500",TAB
2024-11-08,17.5,"22,200",TAL
2024-11-08,39.7,0,TAN
2024-11-08,4,"329,834",TAR
2024-11-08,14.8,0,TAW
2024-11-08,9.9,0,TB8
2024-11-08,79.8,0,TBD
2024-11-08,13.1,0,TBH
2024-11-08,7,0,TBR
2023-11-23,3.7,0,TBT
2024-11-08,13.8,0,TBW
2024-11-08,4,0,TCJ
2024-11-08,3.9,0,TCK
2024-11-08,30.1,"31,100",TCW
2024-11-08,40.5,0,TDB
2024-11-08,13,100,TDF
2024-11-08,10.8,"1,802",TDS
2024-11-08,50,0,TED
2024-11-08,13.2,0,TEL
2024-11-08,2.3,0,TGG
2024-11-08,4.2,0,TGP
2024-11-08,3.7,101,TH1
2024-11-08,7,0,THM
2024-11-08,5.1,0,THN
2024-11-08,8.2,600,THP
2024-11-08,10.8,0,THU
2024-11-08,13.2,0,THW
2024-11-08,24.1,"3,800",TID
2024-11-08,4.5,0,TIE
2024-11-08,13.7,"8,770",TIN
2024-11-08,6.4,"83,006",TIS
2024-11-08,3.9,0,TKA
2024-11-08,1.2,0,TKC
2024-11-08,7.2,400,TL4
2024-11-08,4.7,100,TLI
2024-11-08,6.5,300,TLP
2024-11-08,13.4,0,TLT
2024-11-08,42.1,0,TMG
2024-11-08,19.5,0,TMW
2024-11-29,3.7,0,TNA
2024-11-08,10.5,0,TNB
2024-11-08,4.1,0,TNM
2024-11-08,25.9,0,TNP
2024-11-08,5,"32,036",TNS
2024-11-08,8.9,0,TNV
2024-11-08,10.5,1,TNW
2024-11-08,1.2,1,TOP
2024-11-08,68.5,"51,854",TOS
2024-11-08,21.8,0,TOW
2024-11-08,32.1,0,TPS
2024-11-08,27.4,0,TQN
2024-11-08,8.2,0,TQW
2024-11-08,15.5,0,TR1
2024-11-08,33.7,0,TRS
2024-11-08,13,0,TRT
2024-11-08,5,500,TS3
2022-05-12,3.63,0,TS4
2024-11-08,12.5,"21,500",TSA
2024-11-08,4.7,"42,600",TSD
2024-11-08,18,0,TSG
2024-11-08,27.2,0,TSJ
2024-11-08,3.4,0,TST
2024-11-08,8.1,"3,845",TT6
2023-12-01,1.83,0,TTB
2024-11-08,64.8,3,TTD
2024-11-08,19.3,1,TTG
2024-11-08,18.1,"1,666,106",TTN
2024-11-08,65,710,TTP
2024-11-08,4.5,300,TTS
2024-07-16,1.8,0,TTZ
2024-11-08,18,1,TUG
2024-11-08,21.7,"9,300",TV1
2024-11-08,7.1,0,TV6
2024-11-08,11.2,0,TVA
2024-11-08,9.7,0,TVG
2024-11-08,16.3,0,TVH
2024-11-08,11,0,TVM
2024-11-08,7.3,"235,742",TVN
2024-11-08,12.2,0,TW3
2024-11-08,7.3,0,UCT
2024-11-08,3.6,"2,600",UDC
2024-11-08,8.7,"1,500",UDJ
2024-11-08,12,0,UDL
2024-11-08,9.4,0,UEM
2024-11-08,9.4,0,UMC
2024-11-08,29.9,170,UPC
2024-11-08,8.4,0,UPH
2024-11-08,9.9,0,USC
2024-11-08,21.3,0,USD
2024-11-08,0.5,"11,000",V11
2024-11-08,0.4,0,V15
2024-11-08,9.2,"233,579",VAB
2024-11-08,46.3,0,VAV
2024-11-08,10,"20,000",VBB
2024-11-08,4.9,0,VBG
2024-11-08,9.2,0,VBH
2024-11-08,0.9,1,VC5
2024-11-08,8,0,VCE
2024-11-08,24.4,"16,200",VCP
2024-11-08,24.2,200,VCR
2024-11-08,8.4,239,VCT
2024-11-08,29,"1,000",VCW
2024-11-08,8.1,"19,700",VCX
2024-11-08,0.9,0,VDB
2024-11-08,24.8,400,VDG
2024-11-08,18.9,0,VDN
2024-11-08,22,102,VDT
2024-11-08,10,0,VE2
2024-11-08,1.9,"28,504",VE9
2024-11-08,45.6,"719,052",VEA
2024-11-08,8,"64,400",VEC
2024-11-08,202,"8,412",VEF
2024-11-08,1.4,1,VES
2024-11-08,17,"1,100",VET
